date,window_size,up_to_days,alpha,lambda_val,num_simulations,horizon_end_date,num_active_positions,num_active_stock_positions,num_active_option_positions,position_tickers,historical_1-day-scaled_var,historical_1-day-scaled_es,historical_n-day_var,historical_n-day_es,monte_carlo_var,monte_carlo_es,parametric_var,parametric_es,realized_end_date,realized_pnl
2008-08-15,252,10,0.95,0.99,10000,2008-08-25,3,3,0,"['AAPL', 'GOOGL', 'MSFT']",207.93516542206757,269.0596468066392,204.42437435464072,236.0425519407078,182.55192707949797,225.48546882030647,194.01692540451333,243.53460807283878,2008-08-25,-31.19709014892578
2008-08-18,252,10,0.95,0.99,10000,2008-08-28,3,3,0,"['AAPL', 'GOOGL', 'MSFT']",207.76903353151002,269.0596468066392,202.0614852680399,236.0425519407078,178.81580427537548,224.39903033629827,193.18998487375111,242.11783324525678,2008-08-28,-10.175981521606268
2008-08-19,252,10,0.95,0.99,10000,2008-08-29,3,3,0,"['AAPL', 'GOOGL', 'MSFT']",207.60122354104783,269.05964680663925,199.67472861490756,236.04255194070782,181.2590360602769,221.62292340943299,192.80770159792584,241.02437950604076,2008-08-29,-33.331298828125
2008-08-20,252,10,0.95,0.99,10000,2008-08-30,3,3,0,"['AAPL', 'GOOGL', 'MSFT']",207.43171850017694,269.0596468066392,199.0418961135585,234.82654889612607,181.80052897169125,222.62885815737997,191.94429114866222,239.95825726604136,2008-08-29,-35.0716876983642
2008-08-21,252,10,0.95,0.99,10000,2008-08-31,3,3,0,"['AAPL', 'GOOGL', 'MSFT']",207.26050128717606,269.0596468066392,198.70081366818482,234.8265488961261,181.63690206511876,223.45620260734304,191.07681015448156,238.66983944590967,2008-08-29,-27.586450576782227
2008-08-22,252,10,0.95,0.99,10000,2008-09-01,3,3,0,"['AAPL', 'GOOGL', 'MSFT']",207.00461796924782,260.0433436885488,198.35628594558514,234.82654889612607,179.3921967910307,222.73837219404064,190.91945540520663,239.34032374498236,2008-08-29,-61.98097229003906
2008-08-25,252,10,0.95,0.99,10000,2008-09-04,3,3,0,"['AAPL', 'GOOGL', 'MSFT']",206.2387624848254,260.04334368854876,198.00827814497939,234.82654889612604,177.47913777179605,221.03956747546272,190.3430570306709,237.976549087922,2008-09-04,-105.73213577270485
2008-08-26,252,10,0.95,0.99,10000,2008-09-05,3,3,0,"['AAPL', 'GOOGL', 'MSFT']",205.46517108641896,260.0433436885488,197.69327973885487,233.15944636442336,177.0369855120827,218.70098069973875,189.1573090390234,236.15487797773443,2008-09-05,-121.21626853942871
2008-08-27,252,10,0.95,0.99,10000,2008-09-06,3,3,0,"['AAPL', 'GOOGL', 'MSFT']",204.68376563348312,260.04334368854876,197.47005461415023,233.15944636442336,176.46991698284756,215.63493445516093,188.33657461034153,235.2807553820012,2008-09-05,-130.64071655273426
2008-08-28,252,10,0.95,0.99,10000,2008-09-07,3,3,0,"['AAPL', 'GOOGL', 'MSFT']",203.8944671961742,260.0433436885488,197.24457469020612,233.15944636442336,178.21468510659233,216.41329178898275,187.44550443556562,234.55068303305228,2008-09-05,-145.47528266906755
2008-08-29,252,10,0.95,0.99,10000,2008-09-08,3,3,0,"['AAPL', 'GOOGL', 'MSFT']",203.09719604737734,260.04334368854876,197.01681719127268,233.1594463644234,181.39638480098532,218.53515751882543,188.5284178380232,234.6786404264989,2008-09-08,-109.39109802246094
2008-09-02,252,10,0.95,0.99,10000,2008-09-12,3,3,0,"['AAPL', 'GOOGL', 'MSFT']",202.2918716546532,260.0433436885488,196.78675911154193,233.15944636442336,178.0679332769399,216.91836394155362,188.0878635149888,233.64704581997435,2008-09-12,-53.41499328613287
2008-09-03,252,10,0.95,0.99,10000,2008-09-13,3,3,0,"['AAPL', 'GOOGL', 'MSFT']",201.47841267210362,260.04334368854876,196.554377212824,233.15944636442336,177.89712075645784,214.0123846850166,186.79142343602396,231.98266671962327,2008-09-12,-47.859735488891545
2008-09-04,252,10,0.95,0.99,10000,2008-09-14,3,3,0,"['AAPL', 'GOOGL', 'MSFT']",200.6567369321545,260.04334368854876,196.1330620875966,231.2322488532495,174.50413274919765,213.38614209802455,187.8294141955591,232.0508816516013,2008-09-12,-0.22507667541527
2008-09-05,252,10,0.95,0.99,10000,2008-09-15,3,3,0,"['AAPL', 'GOOGL', 'MSFT']",199.8267614372564,260.04334368854876,195.68686204303927,231.23224885324947,176.8272171754749,214.7968027056497,187.48793064133324,230.8948351692617,2008-09-15,-24.78959083557129
2008-09-08,252,10,0.95,0.99,10000,2008-09-18,3,3,0,"['AAPL', 'GOOGL', 'MSFT']",198.98840235150078,260.04334368854876,195.23615492732478,231.23224885324947,174.50226378676354,213.9164279551606,186.18372065274238,229.10925119364043,2008-09-18,-88.27458381652832
2008-09-09,252,10,0.95,0.99,10000,2008-09-19,3,3,0,"['AAPL', 'GOOGL', 'MSFT']",198.33115697947255,253.78872558445647,194.78089521448183,231.2322488532495,177.61016702583095,216.44293537317566,185.55280008772596,227.7990313993475,2008-09-19,-43.578729629516545
2008-09-10,252,10,0.95,0.99,10000,2008-09-20,3,3,0,"['AAPL', 'GOOGL', 'MSFT']",197.8820816296206,253.78872558445644,194.32103691868087,231.23224885324947,174.88370548935748,211.8688794138857,184.48612896822192,226.73666637877216,2008-09-19,-52.32056617736811
2008-09-11,252,10,0.95,0.99,10000,2008-09-21,3,3,0,"['AAPL', 'GOOGL', 'MSFT']",197.42847016512366,253.78872558445644,193.7973084842161,229.3445601349827,175.06539669743307,213.72922419022302,185.78374097181634,229.64237584838006,2008-09-19,-102.58716583251947
2008-09-12,252,10,0.95,0.99,10000,2008-09-22,3,3,0,"['AAPL', 'GOOGL', 'MSFT']",196.9702767666419,253.7887255844564,193.24252187986707,229.34456013498271,175.3548715745294,216.097508950895,184.73712066868055,228.4093280418785,2008-09-22,-139.52806949615479
2008-09-15,252,10,0.95,0.99,10000,2008-09-25,3,3,0,"['AAPL', 'GOOGL', 'MSFT']",196.50745515201385,253.78872558445644,192.68213137042363,229.34456013498274,176.6784180011283,213.28272629403563,186.48155992458499,229.19756139630113,2008-09-25,-28.583106994628906
2008-09-16,252,10,0.95,0.99,10000,2008-09-26,3,3,0,"['AAPL', 'GOOGL', 'MSFT']",196.03995857158148,253.78872558445644,192.11608035078376,229.34456013498266,177.55033898450608,212.7656735014927,186.36870997456262,228.40365332932868,2008-09-26,7.287240028381348
